feature,importance_mean,importance_std,p_value,significant_0_05
price_rolling_high/low_20,2.47,1.5656809329871755,2.3572084124095714e-56,True
firm1*price_rolling_ret_20,2.455,1.6858783851892285,1.6219192054311327e-51,True
macro2*price_rolling_high/low_20,2.45,1.8149297091750496,3.714060137687786e-47,True
firm1*price_squared,2.44,1.6854088569469956,3.583577734820706e-51,True
price/macro2_lag_1,2.44,1.590297213143083,1.2015995237227408e-54,True
firm1*firm3_rolling_min_20,2.43,1.6850212112647314,6.050056200983474e-51,True
firm2*firm3_rolling_avg_20,2.405,1.7163051936027969,2.818177229113629e-49,True
firm1*firm2_squared_rolling_ret_20,2.4,1.6503387805090999,1.9485105413724117e-51,True
price_log_ret_rolling_range_20,2.38,1.7029681448907288,4.0005213285373955e-49,True
firm1*macro2_rolling_avg_20,2.355,1.5624278877831816,1.433046384257502e-53,True
firm2_rolling_std_20,2.335,1.5507414339517969,1.6509782342586356e-53,True
firm1*firm3_rolling_avg_20,2.33,1.6043596383748344,2.33817896339346e-51,True
firm2*price_squared_rolling_min_20,2.325,1.8456454250954817,2.242458093519546e-43,True
macro2_cubed_rolling_std_20,2.32,1.670795555699356,9.378895522330946e-49,True
firm2*macro2_rolling_high/low_20,2.32,1.6188587083460795,1.4068731276382356e-50,True
price_log_ret_rolling_min_20,2.315,1.74384056022834,3.1740698444930408e-46,True
price/firm3_lag_1_rolling_avg_20,2.315,1.7467198260607713,3.916925384539903e-46,True
firm2*firm3_lag_1_rolling_avg_20,2.29,1.5901392120087596,7.290416095794511e-51,True
firm1*macro2_squared_rolling_ret_20,2.28,1.5887797536246588,1.1712620317701058e-50,True
price_log_ret_rolling_max_20,2.275,1.594391867495467,2.524821989281091e-50,True
price/firm3_rolling_avg_20,2.245,1.7320435544096053,6.531177807584001e-45,True
firm2_rolling_avg_20,2.225,1.394308243318864,4.582198613611166e-57,True
firm2*firm3_squared_rolling_ret_20,2.225,1.5991125051165425,7.168589354145244e-49,True
firm2*price_squared,2.21,1.5549887297819047,4.291220318771004e-50,True
firm2_cubed_rolling_avg_20,2.175,1.5349774522430193,6.414916090868816e-50,True
price/macro2_lag_1_rolling_avg_20,2.17,1.4703433434877358,2.6129970899414754e-52,True
firm3*macro2_cubed,2.165,1.4657822443800106,2.3418308909135698e-52,True
firm1*firm2_rolling_high/low_20,2.16,1.5833302477268705,9.485801498068866e-48,True
firm1_rolling_max_20,2.16,1.636395106544754,6.563086417769268e-46,True
firm1*firm3_squared_rolling_min_20,2.16,1.7347758460910465,9.317224088051437e-43,True
firm1*firm3_squared_rolling_ret_20,2.16,1.5959748363905863,2.660599382687196e-47,True
price/firm1_rolling_avg_20,2.155,1.6808035288255914,2.5418218750969543e-44,True
firm3*price_squared,2.15,1.496226409116175,9.816580207683083e-51,True
price/firm1_squared,2.15,1.4414886219586267,6.126066893419443e-53,True
firm1_squared_rolling_ret_20,2.135,1.5809083960761035,3.5154535289436794e-47,True
firm2*price_lag_1_rolling_ret_20,2.135,1.6123814279960966,4.401365328178913e-46,True
price_log_ret_rolling_std_20,2.13,1.488009023585327,1.6447106108518596e-50,True
macro2*price_squared,2.125,1.6592590826985363,2.920765379982349e-44,True
firm1*firm3_lag_1_rolling_high/low_20,2.12,1.7752061243471429,1.3711448896784932e-40,True
firm1*firm2_squared_rolling_high/low_20,2.115,1.663010226990615,6.931809516050234e-44,True
firm1*firm3_lag_1_rolling_min_20,2.1,1.5882736116068394,5.3030936192625624e-46,True
firm1*macro2_squared_rolling_min_20,2.095,1.5223543654715734,3.0433405423255517e-48,True
firm1*firm3_lag_1_rolling_avg_20,2.095,1.599615217551118,1.7676476638365785e-45,True
firm1*firm2_rolling_avg_20,2.085,1.4098629606593673,1.9745207737020624e-52,True
firm1*firm3_cubed,2.08,1.5735246739398427,5.467383350662343e-46,True
firm2_rolling_max_20,2.065,1.4109318350707396,8.173444005804038e-52,True
firm1_lag_1_rolling_min_20,2.04,1.5590230158080074,1.9803724692494434e-45,True
firm2*firm3_lag_1_rolling_high/low_20,2.035,1.4780725599449818,2.865075908075011e-48,True
price/firm2_squared,2.025,1.6394554188363162,2.4644127331363584e-42,True
macro2*price_lag_1_rolling_high/low_20,2.02,1.3817183970126528,9.507233683318772e-52,True
firm3*macro2_rolling_high/low_20,2.015,1.4578758555001357,1.722939656808706e-48,True
firm2*macro2_squared_rolling_min_20,2.015,1.5351083964804324,1.3338176956352033e-45,True
firm1*macro2_lag_1_rolling_avg_20,1.995,1.4301052426395493,5.095630111574676e-49,True
firm3*price_rolling_ret_20,1.99,1.2798790772027284,1.8511709977714018e-55,True
firm1*macro2_rolling_high/low_20,1.98,1.569047337634748,1.811752406725067e-43,True
firm2*macro2_lag_1_rolling_avg_20,1.975,1.5577251162154524,1.014265188363909e-43,True
firm1*firm2_squared_rolling_min_20,1.97,1.6193242588426764,1.5262759228646106e-41,True
firm1*firm3_rolling_max_20,1.965,1.4331940643648546,4.9403814035912546e-48,True
firm3_squared_rolling_ret_20,1.96,1.3776390845341828,3.7296725031589247e-50,True
price/firm1_rolling_high/low_20,1.96,1.5525631263515611,1.7229372870119932e-43,True
firm2*macro2_cubed_rolling_avg_20,1.95,1.6465282494940403,3.644399542908677e-40,True
price/macro2_rolling_max_20,1.94,1.5323644160308574,1.215059266561738e-43,True
firm2*firm3_squared_rolling_min_20,1.94,1.5519156584864011,5.746877991150965e-43,True
firm3_lag_1_rolling_range_20,1.925,1.6194095952494314,2.3627513196361048e-40,True
firm2*macro2_lag_1_rolling_max_20,1.92,1.4154921725153626,1.9951434926306044e-47,True
firm1*firm3_rolling_std_20,1.91,1.6201929285205954,6.23287293068718e-40,True
firm2_squared_rolling_ret_20,1.905,1.4269393045587042,1.5456377819830521e-46,True
firm3*price_lag_1_rolling_ret_20,1.905,1.419878613256047,8.179888397314524e-47,True
firm1*price_squared_rolling_ret_20,1.905,1.5322250382496698,1.1138163641422209e-42,True
macro2_lag_1_rolling_range_20,1.89,1.424092764185333,3.2885855892008142e-46,True
firm1_lag_1_rolling_range_20,1.885,1.5856691753541599,2.3470283753321726e-40,True
macro1_Recovery,1.88,1.201171957028534,7.2686299864822625e-56,True
price_lag_1_rolling_ret_20,1.87,1.3683794472140356,7.570715348462654e-48,True
firm1*price_squared_rolling_min_20,1.84,1.3725228943363337,9.060239204365268e-47,True
firm3_lag_1_rolling_std_20,1.84,1.5185287775479288,2.4590164709482777e-41,True
firm2_rolling_min_20,1.835,1.5262444465264295,6.195870453730186e-41,True
